0,0,0,0,0.016,1.6
12.68,0.216,21.6,3.17,0.204,20.4
12.72,0.22,22,3.18,0.212,21.2
12.76,0.22,22,3.19,0.216,21.6
12.8,0.216,21.6,3.2,0.208,20.8
12.84,0.228,22.8,3.21,0.216,21.6
12.88,0.224,22.4,3.22,0.088,8.8
12.92,0.224,22.4,3.23,0.208,20.8
12.96,0.212,21.2,3.24,0.008,0.8
13,0.208,20.8,3.25,0.008,0.8
13.04,0.216,21.6,3.26,-0.004,-0.4
13.08,0.216,21.6,3.27,0.016,1.6
13.12,0.228,22.8,3.28,0.184,18.4
13.16,0.228,22.8,3.29,0.004,0.4
13.2,0.204,20.4,3.3,0.024,2.4
13.24,0.232,23.2,3.31,0.016,1.6
13.28,0.224,22.4,3.32,0.004,0.4
13.32,0.224,22.4,3.33,0,0
13.36,0.216,21.6,3.34,0.008,0.8
13.4,0.22,22,3.35,0.012,1.2
13.44,0.224,22.4,3.36,0.016,1.6
13.48,0.212,21.2,3.37,0.008,0.8
13.52,0.232,23.2,3.38,0.008,0.8
13.56,0.22,22,3.39,0.008,0.8
13.6,0.228,22.8,3.4,-0.004,-0.4
13.64,0.232,23.2,3.41,0.012,1.2
13.68,0.208,20.8,3.42,0,0
13.72,0.22,22,3.43,0.008,0.8
13.76,0.22,22,3.44,-0.008,-0.8
13.8,0.22,22,3.45,0.016,1.6
13.84,0.224,22.4,3.46,0.016,1.6
13.88,0.228,22.8,3.47,0.004,0.4
13.92,0.216,21.6,3.48,0.004,0.4
13.96,0.22,22,3.49,0.012,1.2
14,0.228,22.8,3.5,0.008,0.8
14.04,0.236,23.6,3.51,0.008,0.8
14.08,0.228,22.8,3.52,0,0
14.12,0.228,22.8,3.53,0.188,18.8
14.16,0.212,21.2,3.54,0,0
14.2,0.216,21.6,3.55,0.012,1.2
14.24,0.22,22,3.56,0,0
14.28,0.216,21.6,3.57,-0.004,-0.4
14.32,0.224,22.4,3.58,0.016,1.6
14.36,0.216,21.6,3.59,0.012,1.2
14.4,0.228,22.8,3.6,-0.004,-0.4
14.44,0.224,22.4,3.61,0.004,0.4
14.48,0.224,22.4,3.62,0.012,1.2
14.52,0.224,22.4,3.63,0.008,0.8
14.56,0.224,22.4,3.64,0,0
14.6,0.228,22.8,3.65,0.004,0.4
14.64,0.224,22.4,3.66,0.008,0.8
14.68,0.22,22,3.67,0.012,1.2
14.72,0.228,22.8,3.68,0.012,1.2
14.76,0.22,22,3.69,0.012,1.2
14.8,0.224,22.4,3.7,0.012,1.2
14.84,0.064,6.4,3.71,0.004,0.4
14.88,0.056,5.6,3.72,0.012,1.2
14.92,0.072,7.2,3.73,0.004,0.4
14.96,0.068,6.8,3.74,0.012,1.2
15,0.072,7.2,3.75,0.008,0.8
15.04,0.076,7.6,3.76,0.012,1.2
15.08,0.072,7.2,3.77,0.004,0.4
15.12,0.072,7.2,3.78,0.184,18.4
15.16,0.072,7.2,3.79,0.172,17.2
15.2,0.072,7.2,3.8,0.22,22
15.24,0.076,7.6,3.81,0.2,20
15.28,0.068,6.8,3.82,0.2,20
15.32,0.068,6.8,3.83,0.1,10
15.36,0.06,6,3.84,0.224,22.4
15.4,0.076,7.6,3.85,0.216,21.6
15.44,0.068,6.8,3.86,0.112,11.2
15.48,0.076,7.6,3.87,0.06,6
15.52,0.068,6.8,3.88,0.204,20.4
15.56,0.068,6.8,3.89,0.212,21.2
15.6,0.072,7.2,3.9,0.22,22
15.64,0.06,6,3.91,0.204,20.4
15.68,0.068,6.8,3.92,0.012,1.2
15.72,0.064,6.4,3.93,0.008,0.8
15.76,0.084,8.4,3.94,0.02,2
15.8,0.06,6,3.95,0.012,1.2
15.84,0.068,6.8,3.96,0.016,1.6
15.88,0.072,7.2,3.97,0,0
15.92,0.08,8,3.98,0.008,0.8
15.96,0.06,6,3.99,0.012,1.2
16,0.064,6.4,4,0.004,0.4
16.04,0.068,6.8,4.01,0.016,1.6
16.08,0.068,6.8,4.02,0.012,1.2
16.12,0.072,7.2,4.03,0.192,19.2
16.16,0.068,6.8,4.04,0.008,0.8
16.2,0.064,6.4,4.05,0.004,0.4
16.24,0.072,7.2,4.06,0.012,1.2
16.28,0.06,6,4.07,0.008,0.8
16.32,0.068,6.8,4.08,0.012,1.2
16.36,0.056,5.6,4.09,0.008,0.8
16.4,0.068,6.8,4.1,0.004,0.4
16.44,0.072,7.2,4.11,0.008,0.8
16.48,0.064,6.4,4.12,0.008,0.8
16.52,0.072,7.2,4.13,0.008,0.8
16.56,0.072,7.2,4.14,0.016,1.6
16.6,0.076,7.6,4.15,-0.004,-0.4
16.64,0.068,6.8,4.16,0,0
16.68,0.076,7.6,4.17,0.008,0.8
16.72,0.08,8,4.18,0.004,0.4
16.76,0.072,7.2,4.19,0.008,0.8
16.8,0.064,6.4,4.2,0.004,0.4
16.84,0.068,6.8,4.21,0.004,0.4
16.88,0.076,7.6,4.22,0.008,0.8
16.92,0.068,6.8,4.23,0.004,0.4
16.96,0.068,6.8,4.24,0,0
17,0.084,8.4,4.25,0.012,1.2
17.04,0.06,6,4.26,0,0
17.08,0.068,6.8,4.27,0.004,0.4
17.12,0.08,8,4.28,0.204,20.4
17.16,0.064,6.4,4.29,0.004,0.4
17.2,0.076,7.6,4.3,0.012,1.2
17.24,0.072,7.2,4.31,0.008,0.8
17.28,0.076,7.6,4.32,0.016,1.6
17.32,0.076,7.6,4.33,0.012,1.2
17.36,0.064,6.4,4.34,0.008,0.8
17.4,0.076,7.6,4.35,0,0
17.44,0.06,6,4.36,0.008,0.8
17.48,0.08,8,4.37,-0.004,-0.4
17.52,0.06,6,4.38,0.008,0.8
17.56,0.064,6.4,4.39,0.004,0.4
17.6,0.076,7.6,4.4,0.008,0.8
17.64,0.064,6.4,4.41,0.012,1.2
17.68,0.06,6,4.42,0,0
17.72,0.064,6.4,4.43,0,0
17.76,0.064,6.4,4.44,0,0
17.8,0.076,7.6,4.45,0.016,1.6
17.84,0.06,6,4.46,0.008,0.8
17.88,0.068,6.8,4.47,0,0
17.92,0.072,7.2,4.48,0.004,0.4
17.96,0.084,8.4,4.49,0.008,0.8
18,0.068,6.8,4.5,0.008,0.8
18.04,0.072,7.2,4.51,0.004,0.4
18.08,0.08,8,4.52,0.004,0.4
18.12,0.068,6.8,4.53,0.188,18.8
18.16,0.068,6.8,4.54,0.004,0.4
18.2,0.076,7.6,4.55,0.004,0.4
18.24,0.072,7.2,4.56,0.004,0.4
18.28,0.068,6.8,4.57,0.004,0.4
18.32,0.076,7.6,4.58,0.012,1.2
18.36,0.072,7.2,4.59,0,0
18.4,0.06,6,4.6,0.012,1.2
18.44,0.064,6.4,4.61,0.008,0.8
18.48,0.064,6.4,4.62,0.008,0.8
18.52,0.072,7.2,4.63,0.012,1.2
18.56,0.068,6.8,4.64,0.008,0.8
18.6,0.072,7.2,4.65,0.008,0.8
18.64,0.064,6.4,4.66,0.004,0.4
18.68,0.072,7.2,4.67,0.004,0.4
18.72,0.068,6.8,4.68,0.016,1.6
18.76,0.076,7.6,4.69,0.012,1.2
18.8,0.072,7.2,4.7,0.016,1.6
18.84,0.068,6.8,4.71,0.012,1.2
18.88,0.072,7.2,4.72,0.004,0.4
18.92,0.072,7.2,4.73,0.008,0.8
18.96,0.064,6.4,4.74,0.012,1.2
19,0.076,7.6,4.75,0.008,0.8
19.04,0.064,6.4,4.76,0.008,0.8
19.08,0.06,6,4.77,0.012,1.2
19.12,0.072,7.2,4.78,0.2,20
19.16,0.068,6.8,4.79,0.196,19.6
19.2,0.068,6.8,4.8,0.216,21.6
19.24,0.056,5.6,4.81,0.208,20.8
19.28,0.068,6.8,4.82,0.22,22
19.32,0.068,6.8,4.83,0.052,5.2
19.36,0.076,7.6,4.84,0.204,20.4
19.4,0.072,7.2,4.85,0.208,20.8
19.44,0.076,7.6,4.86,0.112,11.2
19.48,0.08,8,4.87,0.072,7.2
19.52,0.064,6.4,4.88,0.208,20.8
19.56,0.072,7.2,4.89,0.204,20.4
19.6,0.08,8,4.9,0.212,21.2
19.64,0.048,4.8,4.91,0.22,22
19.68,0.084,8.4,4.92,0,0
19.72,0.068,6.8,4.93,0.02,2
19.76,0.068,6.8,4.94,0.012,1.2
19.8,0.06,6,4.95,0.02,2
19.84,0.06,6,4.96,0.008,0.8
19.88,0.064,6.4,4.97,0.008,0.8
19.92,0.068,6.8,4.98,0,0
,,,4.99,0.004,0.4
,,,5,0.008,0.8
,,,5.01,0.012,1.2
,,,5.02,0.012,1.2
,,,5.03,0.188,18.8
,,,5.04,0,0
,,,5.05,0.004,0.4
,,,5.06,0.008,0.8
,,,5.07,0.008,0.8
,,,5.08,0.016,1.6
,,,5.09,0.004,0.4
,,,5.1,0.02,2
,,,5.11,0.012,1.2
,,,5.12,0,0
,,,5.13,0.012,1.2
,,,5.14,0.02,2
,,,5.15,0,0
,,,5.16,0.008,0.8
,,,5.17,0.008,0.8
,,,5.18,0.004,0.4
,,,5.19,0.008,0.8
,,,5.2,-0.004,-0.4
,,,5.21,0.008,0.8
,,,5.22,0,0
,,,5.23,0.012,1.2
,,,5.24,0.012,1.2
,,,5.25,-0.004,-0.4
,,,5.26,0.016,1.6
,,,5.27,0.004,0.4
,,,5.28,0.152,15.2
,,,5.29,0.004,0.4
,,,5.3,0.004,0.4
,,,5.31,0.008,0.8
,,,5.32,0.004,0.4
,,,5.33,0.004,0.4
,,,5.34,0.02,2
,,,5.35,-0.004,-0.4
,,,5.36,0.004,0.4
,,,5.37,0.004,0.4
,,,5.38,0.004,0.4
,,,5.39,0.012,1.2
,,,5.4,0.008,0.8
,,,5.41,0.004,0.4
,,,5.42,0.012,1.2
,,,5.43,0.016,1.6
,,,5.44,0.008,0.8
,,,5.45,0.004,0.4
,,,5.46,0,0
,,,5.47,0.012,1.2
,,,5.48,0.012,1.2
,,,5.49,-0.004,-0.4
,,,5.5,0,0
,,,5.51,0.004,0.4
,,,5.52,0,0
,,,5.53,0.096,9.6
,,,5.54,0.008,0.8
,,,5.55,0.004,0.4
,,,5.56,0.016,1.6
,,,5.57,0.008,0.8
,,,5.58,0.012,1.2
,,,5.59,0.004,0.4
,,,5.6,0.012,1.2
,,,5.61,0.012,1.2
,,,5.62,-0.004,-0.4
,,,5.63,0,0
,,,5.64,0.004,0.4
,,,5.65,0,0
,,,5.66,0.004,0.4
,,,5.67,0.004,0.4
,,,5.68,0.008,0.8
,,,5.69,0,0
,,,5.7,0,0
,,,5.71,0.008,0.8
,,,5.72,0,0
,,,5.73,0.004,0.4
,,,5.74,0.008,0.8
,,,5.75,0.016,1.6
,,,5.76,0,0
,,,5.77,0.012,1.2
,,,5.78,0.08,8
,,,5.79,0.184,18.4
,,,5.8,0.212,21.2
,,,5.81,0.212,21.2
,,,5.82,0.212,21.2
,,,5.83,0.056,5.6
,,,5.84,0.212,21.2
,,,5.85,0.2,20
,,,5.86,0.192,19.2
,,,5.87,0.2,20
,,,5.88,0.216,21.6
,,,5.89,0.208,20.8
,,,5.9,0.064,6.4
,,,5.91,0.2,20
,,,5.92,0.008,0.8
,,,5.93,0,0
,,,5.94,0.004,0.4
,,,5.95,0.008,0.8
,,,5.96,0,0
,,,5.97,0.004,0.4
,,,5.98,0.008,0.8
,,,5.99,0.004,0.4
,,,6,0.004,0.4
,,,6.01,0.004,0.4
,,,6.02,0.016,1.6
,,,6.03,-0.004,-0.4
,,,6.04,0,0
,,,6.05,-0.004,-0.4
,,,6.06,0.016,1.6
,,,6.07,0.004,0.4
,,,6.08,0.008,0.8
,,,6.09,0.012,1.2
,,,6.1,0.004,0.4
,,,6.11,0.012,1.2
,,,6.12,0.004,0.4
,,,6.13,0.004,0.4
,,,6.14,0.004,0.4
,,,6.15,0,0
,,,6.16,0.008,0.8
,,,6.17,0.004,0.4
,,,6.18,0,0
,,,6.19,0.012,1.2
,,,6.2,0.012,1.2
,,,6.21,0.004,0.4
,,,6.22,0.004,0.4
,,,6.23,0,0
,,,6.24,0.004,0.4
,,,6.25,0.008,0.8
,,,6.26,0,0
,,,6.27,0.016,1.6
,,,6.28,0.012,1.2
,,,6.29,0.004,0.4
,,,6.3,0.012,1.2
,,,6.31,0.016,1.6
,,,6.32,0.016,1.6
,,,6.33,0.008,0.8
,,,6.34,0.004,0.4
,,,6.35,0.012,1.2
,,,6.36,0.004,0.4
,,,6.37,0.008,0.8
,,,6.38,0.008,0.8
,,,6.39,0.008,0.8
,,,6.4,0,0
,,,6.41,0.008,0.8
,,,6.42,0.008,0.8
,,,6.43,0.004,0.4
,,,6.44,0.004,0.4
,,,6.45,0.004,0.4
,,,6.46,0.008,0.8
,,,6.47,0.012,1.2
,,,6.48,0.004,0.4
,,,6.49,0,0
,,,6.5,0.008,0.8
,,,6.51,0.004,0.4
,,,6.52,0.012,1.2
,,,6.53,0.004,0.4
,,,6.54,0,0
,,,6.55,0.004,0.4
,,,6.56,0.004,0.4
,,,6.57,0,0
,,,6.58,0.008,0.8
,,,6.59,0.008,0.8
,,,6.6,0,0
,,,6.61,0,0
,,,6.62,0.004,0.4
,,,6.63,0.004,0.4
,,,6.64,0.008,0.8
,,,6.65,0.008,0.8
,,,6.66,0.004,0.4
,,,6.67,-0.004,-0.4
,,,6.68,0.016,1.6
,,,6.69,0,0
,,,6.7,0.012,1.2
,,,6.71,0.012,1.2
,,,6.72,0.016,1.6
,,,6.73,0.004,0.4
,,,6.74,0.004,0.4
,,,6.75,-0.004,-0.4
,,,6.76,0.012,1.2
,,,6.77,0.008,0.8
,,,6.78,0.012,1.2
,,,6.79,0.116,11.6
,,,6.8,0.212,21.2
,,,6.81,0.208,20.8
,,,6.82,0.152,15.2
,,,6.83,0.056,5.6
,,,6.84,0.204,20.4
,,,6.85,0.224,22.4
,,,6.86,0.204,20.4
,,,6.87,0.216,21.6
,,,6.88,0.22,22
,,,6.89,0.208,20.8
,,,6.9,0.06,6
,,,6.91,0.204,20.4
,,,6.92,0.004,0.4
,,,6.93,0.016,1.6
,,,6.94,0.012,1.2
,,,6.95,0,0
,,,6.96,0.004,0.4
,,,6.97,0.004,0.4
,,,6.98,0.008,0.8
,,,6.99,0.004,0.4
,,,7,0.008,0.8
,,,7.01,0.012,1.2
,,,7.02,0,0
,,,7.03,0,0
,,,7.04,-0.004,-0.4
,,,7.05,0.008,0.8
,,,7.06,0.016,1.6
,,,7.07,-0.008,-0.8
,,,7.08,0,0
,,,7.09,0.004,0.4
,,,7.1,0.004,0.4
,,,7.11,0.008,0.8
,,,7.12,0.008,0.8
,,,7.13,0.012,1.2
,,,7.14,0.012,1.2
,,,7.15,0,0
,,,7.16,0.012,1.2
,,,7.17,0,0
,,,7.18,0.016,1.6
,,,7.19,0,0
,,,7.2,0,0
,,,7.21,0.004,0.4
,,,7.22,0.008,0.8
,,,7.23,0.012,1.2
,,,7.24,0.004,0.4
,,,7.25,0.008,0.8
,,,7.26,-0.004,-0.4
,,,7.27,0.004,0.4
,,,7.28,0.004,0.4
,,,7.29,0.008,0.8
,,,7.3,0.004,0.4